product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
B000000384,Sample Product 384,Electronics|TV|Smart,₹1432,₹8193,30%,4.8,"8,751",Great quality product with nice features.,Do not buy this waste of money.
B000000385,Sample Product 385,Clothing|Men|Shirts,₹301,₹8764,75%,3.0,"16,123",Great quality product with nice features.,"It is okay, nothing special."
B000000386,Sample Product 386,Home|Kitchen|Appliances,₹3607,₹8342,34%,3.6,"7,355",Great quality product with nice features.,"It is okay, nothing special."
B000000387,Sample Product 387,Home|Kitchen|Appliances,₹4312,₹7221,11%,2.6,"44,063",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000388,Sample Product 388,Electronics|TV|Smart,₹674,₹7502,71%,5.0,"30,980",Great quality product with nice features.,"It is okay, nothing special."
B000000389,Sample Product 389,Electronics|TV|Smart,₹636,₹4725,69%,4.9,"20,901",Great quality product with nice features.,Do not buy this waste of money.
B000000390,Sample Product 390,Home|Kitchen|Appliances,₹1725,₹3478,40%,3.9,"13,841",Great quality product with nice features.,"It is okay, nothing special."
B000000391,Sample Product 391,Home|Kitchen|Appliances,₹2222,₹7873,29%,4.4,"37,168",Great quality product with nice features.,Do not buy this waste of money.
B000000392,Sample Product 392,Clothing|Men|Shirts,₹485,₹6407,41%,4.1,"5,038",Great quality product with nice features.,"It is okay, nothing special."
B000000393,Sample Product 393,Clothing|Men|Shirts,₹3381,₹6597,5%,3.8,"28,634",Great quality product with nice features.,Do not buy this waste of money.
B000000394,Sample Product 394,Home|Kitchen|Appliances,₹574,₹6156,19%,2.2,"24,496",Great quality product with nice features.,"It is okay, nothing special."
B000000395,Sample Product 395,Clothing|Men|Shirts,₹517,₹9484,41%,3.4,"15,849",Great quality product with nice features.,"It is okay, nothing special."
B000000396,Sample Product 396,Clothing|Men|Shirts,₹3700,₹4759,17%,4.0,"36,484",Great quality product with nice features.,"Terrible, broke after one day."
B000000397,Sample Product 397,Computers|Laptops|Gaming,₹1054,₹8786,12%,4.0,"47,646",Great quality product with nice features.,Do not buy this waste of money.
B000000398,Sample Product 398,Clothing|Men|Shirts,₹4958,₹6401,9%,3.1,"7,838",Great quality product with nice features.,Do not buy this waste of money.
B000000399,Sample Product 399,Electronics|TV|Smart,₹1305,₹9825,64%,4.8,"34,070",Great quality product with nice features.,Do not buy this waste of money.
B000000400,Sample Product 400,Clothing|Men|Shirts,₹4859,₹5417,77%,2.5,"7,371",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000401,Sample Product 401,Clothing|Men|Shirts,₹4220,₹8929,5%,3.5,"6,412",Great quality product with nice features.,"It is okay, nothing special."
B000000402,Sample Product 402,Home|Kitchen|Appliances,₹2090,₹3030,40%,4.1,"39,134",Great quality product with nice features.,Do not buy this waste of money.
B000000403,Sample Product 403,Electronics|TV|Smart,₹4905,₹2460,39%,4.1,"30,500",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000404,Sample Product 404,Clothing|Men|Shirts,₹3672,₹7545,70%,3.9,"30,226",Great quality product with nice features.,"Terrible, broke after one day."
B000000405,Sample Product 405,Clothing|Men|Shirts,₹4480,₹1548,67%,2.8,"48,218",Great quality product with nice features.,Do not buy this waste of money.
B000000406,Sample Product 406,Computers|Laptops|Gaming,₹4258,₹6272,27%,2.5,693,Great quality product with nice features.,Do not buy this waste of money.
B000000407,Sample Product 407,Clothing|Men|Shirts,₹4857,₹3029,13%,3.9,"28,927",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000408,Sample Product 408,Clothing|Men|Shirts,₹2813,₹3464,38%,3.8,"34,247",Great quality product with nice features.,"It is okay, nothing special."
B000000409,Sample Product 409,Computers|Laptops|Gaming,₹2303,₹7637,50%,2.5,"39,165",Great quality product with nice features.,"Terrible, broke after one day."
B000000410,Sample Product 410,Home|Kitchen|Appliances,₹3220,₹1463,8%,4.1,"8,449",Great quality product with nice features.,Do not buy this waste of money.
B000000411,Sample Product 411,Clothing|Men|Shirts,₹1066,₹1036,34%,3.4,"43,391",Great quality product with nice features.,"It is okay, nothing special."
B000000412,Sample Product 412,Computers|Laptops|Gaming,₹3532,₹7840,79%,4.0,"49,594",Great quality product with nice features.,"Terrible, broke after one day."
B000000413,Sample Product 413,Electronics|TV|Smart,₹788,₹7679,76%,4.5,"10,074",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000414,Sample Product 414,Home|Kitchen|Appliances,₹4343,₹8467,7%,2.5,"35,415",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000415,Sample Product 415,Electronics|TV|Smart,₹3801,₹9234,18%,2.1,"5,210",Great quality product with nice features.,"Terrible, broke after one day."
B000000416,Sample Product 416,Electronics|TV|Smart,₹441,₹1345,64%,4.3,"6,534",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000417,Sample Product 417,Computers|Laptops|Gaming,₹1824,₹6277,49%,3.8,"21,062",Great quality product with nice features.,"Terrible, broke after one day."
B000000418,Sample Product 418,Clothing|Men|Shirts,₹4522,₹3536,38%,4.1,"7,212",Great quality product with nice features.,"Terrible, broke after one day."
B000000419,Sample Product 419,Computers|Laptops|Gaming,₹1892,₹6447,49%,4.5,"9,928",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000420,Sample Product 420,Computers|Laptops|Gaming,₹1859,₹2994,65%,4.4,"11,928",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000421,Sample Product 421,Computers|Laptops|Gaming,₹3312,₹3219,20%,4.9,"24,595",Great quality product with nice features.,"It is okay, nothing special."
B000000422,Sample Product 422,Computers|Laptops|Gaming,₹1089,₹2384,70%,3.6,"9,317",Great quality product with nice features.,"It is okay, nothing special."
B000000423,Sample Product 423,Home|Kitchen|Appliances,₹2362,₹4849,44%,3.5,"12,178",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000424,Sample Product 424,Clothing|Men|Shirts,₹2582,₹5679,21%,3.2,"10,847",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000425,Sample Product 425,Electronics|TV|Smart,₹1051,₹7110,38%,2.5,"7,934",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000426,Sample Product 426,Electronics|TV|Smart,₹822,₹6930,20%,3.7,"38,245",Great quality product with nice features.,"Terrible, broke after one day."
B000000427,Sample Product 427,Clothing|Men|Shirts,₹3489,₹7654,64%,2.8,"46,622",Great quality product with nice features.,Do not buy this waste of money.
B000000428,Sample Product 428,Electronics|TV|Smart,₹2179,₹6988,70%,4.8,"40,697",Great quality product with nice features.,"Terrible, broke after one day."
B000000429,Sample Product 429,Clothing|Men|Shirts,₹2817,₹5237,70%,3.7,"2,081",Great quality product with nice features.,"Terrible, broke after one day."
B000000430,Sample Product 430,Electronics|TV|Smart,₹2432,₹7025,17%,3.8,"6,090",Great quality product with nice features.,Do not buy this waste of money.
B000000431,Sample Product 431,Computers|Laptops|Gaming,₹3476,₹4350,60%,3.1,"26,124",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000432,Sample Product 432,Electronics|TV|Smart,₹4624,₹1189,35%,2.2,"7,798",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000433,Sample Product 433,Clothing|Men|Shirts,₹1600,₹5675,38%,2.1,"8,347",Great quality product with nice features.,"Terrible, broke after one day."
B000000434,Sample Product 434,Clothing|Men|Shirts,₹385,₹9148,43%,3.3,"19,879",Great quality product with nice features.,Do not buy this waste of money.
B000000435,Sample Product 435,Clothing|Men|Shirts,₹3595,₹5578,71%,2.3,"33,673",Great quality product with nice features.,"It is okay, nothing special."
B000000436,Sample Product 436,Clothing|Men|Shirts,₹2165,₹5948,12%,3.8,"17,654",Great quality product with nice features.,"Terrible, broke after one day."
B000000437,Sample Product 437,Clothing|Men|Shirts,₹868,₹1679,59%,4.6,"49,557",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000438,Sample Product 438,Home|Kitchen|Appliances,₹3157,₹9574,31%,4.6,"42,743",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000439,Sample Product 439,Home|Kitchen|Appliances,₹4389,₹6906,57%,4.0,"26,141",Great quality product with nice features.,"Terrible, broke after one day."
B000000440,Sample Product 440,Electronics|TV|Smart,₹2261,₹9091,43%,2.6,"1,185",Great quality product with nice features.,"Terrible, broke after one day."
B000000441,Sample Product 441,Clothing|Men|Shirts,₹3393,₹7407,69%,4.6,"34,494",Great quality product with nice features.,Do not buy this waste of money.
B000000442,Sample Product 442,Electronics|TV|Smart,₹1046,₹9300,21%,4.7,"44,149",Great quality product with nice features.,"It is okay, nothing special."
B000000443,Sample Product 443,Clothing|Men|Shirts,₹3435,₹2138,34%,2.6,"24,847",Great quality product with nice features.,"It is okay, nothing special."
B000000444,Sample Product 444,Clothing|Men|Shirts,₹4250,₹6171,57%,4.2,"45,826",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000445,Sample Product 445,Home|Kitchen|Appliances,₹4995,₹7428,17%,2.9,"22,196",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000446,Sample Product 446,Home|Kitchen|Appliances,₹4973,₹1882,25%,4.4,"5,607",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000447,Sample Product 447,Computers|Laptops|Gaming,₹1581,₹1903,23%,5.0,"3,957",Great quality product with nice features.,"Terrible, broke after one day."
B000000448,Sample Product 448,Home|Kitchen|Appliances,₹2001,₹9511,57%,2.1,"16,556",Great quality product with nice features.,"Terrible, broke after one day."
B000000449,Sample Product 449,Computers|Laptops|Gaming,₹3551,₹3792,23%,4.7,"24,850",Great quality product with nice features.,"It is okay, nothing special."
B000000450,Sample Product 450,Computers|Laptops|Gaming,₹4164,₹9511,61%,3.9,"18,691",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000451,Sample Product 451,Computers|Laptops|Gaming,₹154,₹919,29%,4.9,"48,850",Great quality product with nice features.,Do not buy this waste of money.
B000000452,Sample Product 452,Computers|Laptops|Gaming,₹1923,₹5017,35%,3.4,"26,348",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000453,Sample Product 453,Computers|Laptops|Gaming,₹3562,₹3802,59%,4.5,"33,190",Great quality product with nice features.,"Terrible, broke after one day."
B000000454,Sample Product 454,Electronics|TV|Smart,₹3179,₹8357,27%,2.2,"38,309",Great quality product with nice features.,Do not buy this waste of money.
B000000455,Sample Product 455,Home|Kitchen|Appliances,₹932,₹8370,36%,3.0,"25,786",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000456,Sample Product 456,Computers|Laptops|Gaming,₹4508,₹6193,66%,2.2,"49,057",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000457,Sample Product 457,Clothing|Men|Shirts,₹2906,₹1267,78%,4.9,"32,699",Great quality product with nice features.,Do not buy this waste of money.
B000000458,Sample Product 458,Home|Kitchen|Appliances,₹2590,₹2544,14%,4.5,"15,967",Great quality product with nice features.,"Terrible, broke after one day."
B000000459,Sample Product 459,Home|Kitchen|Appliances,₹427,₹2049,76%,4.6,"31,098",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000460,Sample Product 460,Computers|Laptops|Gaming,₹3410,₹6640,58%,4.8,"15,883",Great quality product with nice features.,Do not buy this waste of money.
B000000461,Sample Product 461,Electronics|TV|Smart,₹3400,₹4216,56%,2.3,"4,676",Great quality product with nice features.,"Terrible, broke after one day."
B000000462,Sample Product 462,Computers|Laptops|Gaming,₹3775,₹4981,24%,3.2,"41,851",Great quality product with nice features.,Do not buy this waste of money.
B000000463,Sample Product 463,Electronics|TV|Smart,₹3154,₹8398,36%,2.2,"13,010",Great quality product with nice features.,Do not buy this waste of money.
B000000464,Sample Product 464,Clothing|Men|Shirts,₹2243,₹7048,18%,2.6,"27,844",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000465,Sample Product 465,Home|Kitchen|Appliances,₹1411,₹2793,54%,2.7,"29,794",Great quality product with nice features.,"Terrible, broke after one day."
B000000466,Sample Product 466,Clothing|Men|Shirts,₹3291,₹5337,32%,3.4,"39,517",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000467,Sample Product 467,Electronics|TV|Smart,₹2638,₹8258,57%,2.8,"38,872",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000468,Sample Product 468,Electronics|TV|Smart,₹4083,₹7293,28%,2.3,"17,858",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000469,Sample Product 469,Clothing|Men|Shirts,₹4647,₹8138,26%,2.5,"19,628",Great quality product with nice features.,"Terrible, broke after one day."
B000000470,Sample Product 470,Electronics|TV|Smart,₹264,₹8493,34%,2.4,"18,566",Great quality product with nice features.,Do not buy this waste of money.
B000000471,Sample Product 471,Clothing|Men|Shirts,₹4377,₹6507,67%,4.9,"26,026",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000472,Sample Product 472,Home|Kitchen|Appliances,₹922,₹6042,8%,4.3,"27,833",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000473,Sample Product 473,Clothing|Men|Shirts,₹1043,₹9592,63%,4.9,"44,117",Great quality product with nice features.,"Terrible, broke after one day."
B000000474,Sample Product 474,Home|Kitchen|Appliances,₹4525,₹6856,12%,3.3,"9,783",Great quality product with nice features.,"Terrible, broke after one day."
B000000475,Sample Product 475,Clothing|Men|Shirts,₹874,₹8933,16%,2.8,"38,651",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000476,Sample Product 476,Electronics|TV|Smart,₹2298,₹7880,35%,4.4,"22,367",Great quality product with nice features.,"It is okay, nothing special."
B000000477,Sample Product 477,Clothing|Men|Shirts,₹3256,₹2885,38%,3.0,"28,558",Great quality product with nice features.,"Terrible, broke after one day."
B000000478,Sample Product 478,Electronics|TV|Smart,₹4342,₹4768,79%,2.9,"5,799",Great quality product with nice features.,"It is okay, nothing special."
B000000479,Sample Product 479,Clothing|Men|Shirts,₹3795,₹1171,53%,2.7,"9,628",Great quality product with nice features.,"Terrible, broke after one day."
B000000480,Sample Product 480,Clothing|Men|Shirts,₹3552,₹663,61%,2.4,"41,184",Great quality product with nice features.,Do not buy this waste of money.
B000000481,Sample Product 481,Computers|Laptops|Gaming,₹1014,₹9156,30%,2.8,"12,467",Great quality product with nice features.,Do not buy this waste of money.
B000000482,Sample Product 482,Electronics|TV|Smart,₹1408,₹5092,22%,3.1,"42,615",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000483,Sample Product 483,Computers|Laptops|Gaming,₹4277,₹5295,42%,4.0,"12,721",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000484,Sample Product 484,Electronics|TV|Smart,₹613,₹5298,54%,2.2,"41,914",Great quality product with nice features.,"It is okay, nothing special."
B000000485,Sample Product 485,Computers|Laptops|Gaming,₹2020,₹6536,12%,2.6,"37,293",Great quality product with nice features.,"Terrible, broke after one day."
B000000486,Sample Product 486,Home|Kitchen|Appliances,₹3694,₹2855,45%,4.4,"6,560",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000487,Sample Product 487,Clothing|Men|Shirts,₹4941,₹6387,10%,2.4,"40,389",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000488,Sample Product 488,Electronics|TV|Smart,₹1509,₹8461,73%,3.0,"19,159",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000489,Sample Product 489,Electronics|TV|Smart,₹4902,₹6327,48%,4.6,"30,917",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000490,Sample Product 490,Clothing|Men|Shirts,₹4666,₹9237,68%,2.5,"22,058",Great quality product with nice features.,"Terrible, broke after one day."
B000000491,Sample Product 491,Electronics|TV|Smart,₹3290,₹5219,33%,2.2,"35,893",Great quality product with nice features.,"It is okay, nothing special."
B000000492,Sample Product 492,Electronics|TV|Smart,₹4591,₹1093,32%,3.5,"41,440",Great quality product with nice features.,"Terrible, broke after one day."
B000000493,Sample Product 493,Computers|Laptops|Gaming,₹1655,₹5339,15%,2.9,"11,707",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000494,Sample Product 494,Electronics|TV|Smart,₹904,₹7894,69%,3.7,"12,071",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000495,Sample Product 495,Home|Kitchen|Appliances,₹1379,₹3993,23%,4.4,"40,903",Great quality product with nice features.,"Terrible, broke after one day."
B000000496,Sample Product 496,Home|Kitchen|Appliances,₹3677,₹6664,13%,2.4,925,Great quality product with nice features.,"Terrible, broke after one day."
B000000497,Sample Product 497,Clothing|Men|Shirts,₹3001,₹3172,31%,3.7,"26,479",Great quality product with nice features.,"Terrible, broke after one day."
B000000498,Sample Product 498,Electronics|TV|Smart,₹1487,₹4700,38%,3.5,"5,507",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000499,Sample Product 499,Clothing|Men|Shirts,₹4788,₹516,48%,2.4,"46,419",Great quality product with nice features.,"It is okay, nothing special."
B000000500,Sample Product 500,Home|Kitchen|Appliances,₹2861,₹3691,72%,3.9,"35,164",Great quality product with nice features.,"Terrible, broke after one day."
B000000501,Sample Product 501,Electronics|TV|Smart,₹2779,₹892,19%,2.8,"24,605",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000502,Sample Product 502,Electronics|TV|Smart,₹2206,₹9116,55%,3.5,"15,311",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000503,Sample Product 503,Clothing|Men|Shirts,₹4323,₹6772,17%,2.2,"8,227",Great quality product with nice features.,Do not buy this waste of money.
B000000504,Sample Product 504,Home|Kitchen|Appliances,₹4931,₹1071,53%,3.4,"11,782",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000505,Sample Product 505,Electronics|TV|Smart,₹2868,₹4131,74%,2.9,"5,516",Great quality product with nice features.,Do not buy this waste of money.
B000000506,Sample Product 506,Clothing|Men|Shirts,₹4053,₹6672,60%,4.5,"36,134",Great quality product with nice features.,"Terrible, broke after one day."
B000000507,Sample Product 507,Home|Kitchen|Appliances,₹3286,₹9812,55%,2.2,"16,973",Great quality product with nice features.,"Terrible, broke after one day."
B000000508,Sample Product 508,Clothing|Men|Shirts,₹3380,₹7677,41%,3.3,"32,093",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000509,Sample Product 509,Computers|Laptops|Gaming,₹2673,₹8933,21%,3.4,"11,411",Great quality product with nice features.,Do not buy this waste of money.
B000000510,Sample Product 510,Electronics|TV|Smart,₹4716,₹4397,62%,4.2,"19,523",Great quality product with nice features.,"Terrible, broke after one day."
B000000511,Sample Product 511,Computers|Laptops|Gaming,₹2699,₹8623,33%,3.7,"9,096",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000512,Sample Product 512,Home|Kitchen|Appliances,₹4133,₹2779,37%,4.0,"23,048",Great quality product with nice features.,"It is okay, nothing special."
B000000513,Sample Product 513,Computers|Laptops|Gaming,₹336,₹9480,64%,4.3,"20,471",Great quality product with nice features.,"It is okay, nothing special."
B000000514,Sample Product 514,Computers|Laptops|Gaming,₹1404,₹7951,59%,4.6,"43,130",Great quality product with nice features.,"Terrible, broke after one day."
B000000515,Sample Product 515,Home|Kitchen|Appliances,₹3530,₹9406,14%,2.9,"8,532",Great quality product with nice features.,Do not buy this waste of money.
B000000516,Sample Product 516,Clothing|Men|Shirts,₹1401,₹1275,51%,3.6,"37,039",Great quality product with nice features.,"Terrible, broke after one day."
B000000517,Sample Product 517,Computers|Laptops|Gaming,₹2641,₹7369,27%,4.5,"22,404",Great quality product with nice features.,Do not buy this waste of money.
B000000518,Sample Product 518,Clothing|Men|Shirts,₹2151,₹2747,25%,5.0,"42,675",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000519,Sample Product 519,Computers|Laptops|Gaming,₹541,₹7588,17%,4.7,"29,123",Great quality product with nice features.,Do not buy this waste of money.
B000000520,Sample Product 520,Clothing|Men|Shirts,₹2176,₹578,37%,3.1,"16,941",Great quality product with nice features.,"Terrible, broke after one day."
B000000521,Sample Product 521,Home|Kitchen|Appliances,₹3280,₹8580,28%,2.6,"29,832",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000522,Sample Product 522,Computers|Laptops|Gaming,₹2757,₹7599,15%,3.5,"11,280",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000523,Sample Product 523,Home|Kitchen|Appliances,₹3898,₹4426,21%,4.2,"38,221",Great quality product with nice features.,"It is okay, nothing special."
B000000524,Sample Product 524,Computers|Laptops|Gaming,₹904,₹9547,72%,3.5,"6,478",Great quality product with nice features.,"Terrible, broke after one day."
B000000525,Sample Product 525,Home|Kitchen|Appliances,₹174,₹7840,51%,3.4,"17,401",Great quality product with nice features.,"Terrible, broke after one day."
B000000526,Sample Product 526,Home|Kitchen|Appliances,₹2275,₹7583,29%,4.5,"6,471",Great quality product with nice features.,"Terrible, broke after one day."
B000000527,Sample Product 527,Computers|Laptops|Gaming,₹4024,₹6730,77%,3.1,"2,063",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000528,Sample Product 528,Computers|Laptops|Gaming,₹2189,₹9723,25%,4.6,"41,799",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000529,Sample Product 529,Computers|Laptops|Gaming,₹140,₹5440,16%,3.2,"19,881",Great quality product with nice features.,Do not buy this waste of money.
B000000530,Sample Product 530,Electronics|TV|Smart,₹2181,₹3771,41%,3.0,"34,582",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000531,Sample Product 531,Clothing|Men|Shirts,₹4783,₹3956,46%,3.4,"44,440",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000532,Sample Product 532,Electronics|TV|Smart,₹1722,₹8288,21%,4.3,"14,309",Great quality product with nice features.,"Terrible, broke after one day."
B000000533,Sample Product 533,Electronics|TV|Smart,₹441,₹9099,52%,2.4,"26,028",Great quality product with nice features.,"It is okay, nothing special."
B000000534,Sample Product 534,Home|Kitchen|Appliances,₹4152,₹8150,32%,2.6,"30,721",Great quality product with nice features.,"Terrible, broke after one day."
B000000535,Sample Product 535,Computers|Laptops|Gaming,₹2174,₹3211,45%,4.9,"35,082",Great quality product with nice features.,Do not buy this waste of money.
B000000536,Sample Product 536,Clothing|Men|Shirts,₹745,₹2168,51%,2.5,"9,707",Great quality product with nice features.,"It is okay, nothing special."
B000000537,Sample Product 537,Home|Kitchen|Appliances,₹4926,₹647,22%,3.7,"9,838",Great quality product with nice features.,"Terrible, broke after one day."
B000000538,Sample Product 538,Electronics|TV|Smart,₹4363,₹6920,75%,3.7,"38,600",Great quality product with nice features.,"It is okay, nothing special."
B000000539,Sample Product 539,Computers|Laptops|Gaming,₹709,₹865,17%,3.5,"36,825",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000540,Sample Product 540,Home|Kitchen|Appliances,₹554,₹5031,17%,3.9,"33,074",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000541,Sample Product 541,Computers|Laptops|Gaming,₹3053,₹5830,35%,2.7,"47,116",Great quality product with nice features.,"Terrible, broke after one day."
B000000542,Sample Product 542,Home|Kitchen|Appliances,₹1808,₹6010,6%,3.7,"32,089",Great quality product with nice features.,Do not buy this waste of money.
B000000543,Sample Product 543,Computers|Laptops|Gaming,₹3572,₹9254,20%,3.1,"28,113",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000544,Sample Product 544,Electronics|TV|Smart,₹3069,₹9464,13%,4.0,"26,300",Great quality product with nice features.,"Terrible, broke after one day."
B000000545,Sample Product 545,Clothing|Men|Shirts,₹3128,₹6993,77%,2.4,"34,458",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000546,Sample Product 546,Electronics|TV|Smart,₹4897,₹5939,42%,3.7,"30,064",Great quality product with nice features.,Do not buy this waste of money.
B000000547,Sample Product 547,Clothing|Men|Shirts,₹2781,₹7011,79%,2.6,"3,918",Great quality product with nice features.,"Terrible, broke after one day."
B000000548,Sample Product 548,Computers|Laptops|Gaming,₹3729,₹8004,58%,2.8,"2,937",Great quality product with nice features.,Do not buy this waste of money.
B000000549,Sample Product 549,Home|Kitchen|Appliances,₹4325,₹1746,60%,2.7,"36,631",Great quality product with nice features.,"It is okay, nothing special."
B000000550,Sample Product 550,Electronics|TV|Smart,₹3167,₹4339,49%,2.5,"14,507",Great quality product with nice features.,Do not buy this waste of money.
B000000551,Sample Product 551,Clothing|Men|Shirts,₹1486,₹9051,38%,4.5,"28,806",Great quality product with nice features.,"It is okay, nothing special."
B000000552,Sample Product 552,Electronics|TV|Smart,₹3876,₹2876,13%,2.9,"14,319",Great quality product with nice features.,"Terrible, broke after one day."
B000000553,Sample Product 553,Clothing|Men|Shirts,₹2966,₹3509,12%,4.8,"48,069",Great quality product with nice features.,"It is okay, nothing special."
B000000554,Sample Product 554,Electronics|TV|Smart,₹4888,₹9654,11%,4.9,"26,027",Great quality product with nice features.,"Terrible, broke after one day."
B000000555,Sample Product 555,Clothing|Men|Shirts,₹3463,₹2327,40%,3.7,"27,673",Great quality product with nice features.,"Terrible, broke after one day."
B000000556,Sample Product 556,Clothing|Men|Shirts,₹4989,₹7479,22%,2.4,"38,418",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000557,Sample Product 557,Computers|Laptops|Gaming,₹4224,₹9069,7%,3.1,"27,282",Great quality product with nice features.,"Terrible, broke after one day."
B000000558,Sample Product 558,Clothing|Men|Shirts,₹248,₹4785,32%,4.4,"48,443",Great quality product with nice features.,"It is okay, nothing special."
B000000559,Sample Product 559,Computers|Laptops|Gaming,₹3950,₹7410,74%,3.1,"28,092",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000560,Sample Product 560,Clothing|Men|Shirts,₹2158,₹9061,48%,2.3,"38,329",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000561,Sample Product 561,Home|Kitchen|Appliances,₹1236,₹2696,25%,3.7,"48,220",Great quality product with nice features.,"Terrible, broke after one day."
B000000562,Sample Product 562,Home|Kitchen|Appliances,₹286,₹4247,32%,4.5,"18,611",Great quality product with nice features.,Do not buy this waste of money.
B000000563,Sample Product 563,Home|Kitchen|Appliances,₹2954,₹9343,58%,4.4,"1,080",Great quality product with nice features.,Do not buy this waste of money.
B000000564,Sample Product 564,Clothing|Men|Shirts,₹1350,₹6478,58%,2.5,"29,851",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000565,Sample Product 565,Computers|Laptops|Gaming,₹1433,₹6107,69%,4.0,"46,752",Great quality product with nice features.,"Terrible, broke after one day."
B000000566,Sample Product 566,Computers|Laptops|Gaming,₹4293,₹1269,25%,2.7,"20,591",Great quality product with nice features.,Do not buy this waste of money.
B000000567,Sample Product 567,Clothing|Men|Shirts,₹4250,₹1280,17%,2.7,"30,952",Great quality product with nice features.,"Terrible, broke after one day."
B000000568,Sample Product 568,Home|Kitchen|Appliances,₹2811,₹6803,61%,4.6,"15,328",Great quality product with nice features.,"Terrible, broke after one day."
B000000569,Sample Product 569,Home|Kitchen|Appliances,₹4953,₹4483,53%,2.7,"12,756",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000570,Sample Product 570,Computers|Laptops|Gaming,₹4601,₹9214,58%,2.8,"7,236",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000571,Sample Product 571,Home|Kitchen|Appliances,₹1885,₹1021,14%,2.0,"17,198",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000572,Sample Product 572,Electronics|TV|Smart,₹850,₹9627,57%,4.6,"21,474",Great quality product with nice features.,Do not buy this waste of money.
B000000573,Sample Product 573,Computers|Laptops|Gaming,₹1862,₹8069,48%,4.4,"2,032",Great quality product with nice features.,Do not buy this waste of money.
B000000574,Sample Product 574,Home|Kitchen|Appliances,₹4020,₹6284,51%,3.9,"41,283",Great quality product with nice features.,Do not buy this waste of money.
B000000575,Sample Product 575,Computers|Laptops|Gaming,₹4560,₹5083,57%,4.3,"41,864",Great quality product with nice features.,"It is okay, nothing special."
B000000576,Sample Product 576,Electronics|TV|Smart,₹581,₹6446,78%,2.5,"14,288",Great quality product with nice features.,"Terrible, broke after one day."
